SAMPLE_ID	brca_metabric_mutations	brca_metabric_cna	brca_metabric_mrna
MB-4616	METABRIC_173	METABRIC_173	METABRIC_173
MB-4618	METABRIC_173	METABRIC_173	METABRIC_173
MB-4621	METABRIC_173	METABRIC_173	METABRIC_173
MB-4622	METABRIC_173	METABRIC_173	METABRIC_173
MB-4623	METABRIC_173	METABRIC_173	METABRIC_173
MB-4626	METABRIC_173	METABRIC_173	METABRIC_173
MB-4627	METABRIC_173	METABRIC_173	METABRIC_173
MB-4630	METABRIC_173	METABRIC_173	METABRIC_173
MB-4633	METABRIC_173	METABRIC_173	METABRIC_173
MB-4634	METABRIC_173	METABRIC_173	METABRIC_173
MB-4639	METABRIC_173	METABRIC_173	METABRIC_173
MB-4640	METABRIC_173	METABRIC_173	METABRIC_173
MB-4641	METABRIC_173	METABRIC_173	METABRIC_173
MB-4642	METABRIC_173	METABRIC_173	METABRIC_173
MB-4643	METABRIC_173	METABRIC_173	METABRIC_173
MB-4644	METABRIC_173	METABRIC_173	METABRIC_173
MB-4648	METABRIC_173	METABRIC_173	METABRIC_173
MB-4649	METABRIC_173	METABRIC_173	METABRIC_173
MB-4651	METABRIC_173	METABRIC_173	METABRIC_173
MB-4653	METABRIC_173	METABRIC_173	METABRIC_173
MB-4654	METABRIC_173	METABRIC_173	METABRIC_173
MB-4655	METABRIC_173	METABRIC_173	METABRIC_173
MB-4660	METABRIC_173	METABRIC_173	METABRIC_173
MB-4661	METABRIC_173	METABRIC_173	METABRIC_173
MB-4663	METABRIC_173	METABRIC_173	METABRIC_173
MB-4665	METABRIC_173	METABRIC_173	METABRIC_173
MB-4666	METABRIC_173	METABRIC_173	METABRIC_173
MB-4667	METABRIC_173	METABRIC_173	METABRIC_173
MB-4669	METABRIC_173	METABRIC_173	METABRIC_173
MB-4670	METABRIC_173	METABRIC_173	METABRIC_173
MB-4671	METABRIC_173	METABRIC_173	METABRIC_173
MB-4672	METABRIC_173	METABRIC_173	METABRIC_173
MB-4673	METABRIC_173	METABRIC_173	METABRIC_173
MB-4674	METABRIC_173	METABRIC_173	METABRIC_173
MB-4675	METABRIC_173	METABRIC_173	METABRIC_173
MB-4679	METABRIC_173	METABRIC_173	METABRIC_173
MB-4681	METABRIC_173	METABRIC_173	METABRIC_173
MB-4682	METABRIC_173	METABRIC_173	METABRIC_173
MB-4685	METABRIC_173	METABRIC_173	METABRIC_173
MB-4686	METABRIC_173	METABRIC_173	METABRIC_173
MB-4687	METABRIC_173	METABRIC_173	METABRIC_173
MB-4688	METABRIC_173	METABRIC_173	METABRIC_173
MB-4691	METABRIC_173	METABRIC_173	METABRIC_173
MB-4692	METABRIC_173	METABRIC_173	METABRIC_173
MB-4694	METABRIC_173	METABRIC_173	METABRIC_173
MB-4695	METABRIC_173	METABRIC_173	METABRIC_173
MB-4696	METABRIC_173	METABRIC_173	METABRIC_173
MB-4697	METABRIC_173	METABRIC_173	METABRIC_173
MB-4698	METABRIC_173	METABRIC_173	METABRIC_173
MB-4701	METABRIC_173	METABRIC_173	METABRIC_173
MB-4702	METABRIC_173	METABRIC_173	METABRIC_173
MB-4704	METABRIC_173	METABRIC_173	METABRIC_173
MB-4705	METABRIC_173	METABRIC_173	METABRIC_173
MB-4706	METABRIC_173	METABRIC_173	METABRIC_173
MB-4707	METABRIC_173	METABRIC_173	METABRIC_173
MB-4708	METABRIC_173	METABRIC_173	METABRIC_173
MB-4709	METABRIC_173	METABRIC_173	METABRIC_173
MB-4710	METABRIC_173	METABRIC_173	METABRIC_173
MB-4711	METABRIC_173	METABRIC_173	METABRIC_173
MB-4712	METABRIC_173	METABRIC_173	METABRIC_173
MB-4714	METABRIC_173	METABRIC_173	METABRIC_173
MB-4715	METABRIC_173	METABRIC_173	METABRIC_173
MB-4716	METABRIC_173	METABRIC_173	METABRIC_173
MB-4717	METABRIC_173	METABRIC_173	METABRIC_173
MB-4718	METABRIC_173	METABRIC_173	METABRIC_173
MB-4719	METABRIC_173	METABRIC_173	METABRIC_173
MB-4721	METABRIC_173	METABRIC_173	METABRIC_173
MB-4722	METABRIC_173	METABRIC_173	METABRIC_173
MB-4723	METABRIC_173	METABRIC_173	METABRIC_173
MB-4724	METABRIC_173	METABRIC_173	METABRIC_173
MB-4725	METABRIC_173	METABRIC_173	METABRIC_173
MB-4729	METABRIC_173	METABRIC_173	METABRIC_173
MB-4730	METABRIC_173	METABRIC_173	METABRIC_173
MB-4731	METABRIC_173	METABRIC_173	METABRIC_173
MB-4732	METABRIC_173	METABRIC_173	METABRIC_173
MB-4733	METABRIC_173	METABRIC_173	METABRIC_173
MB-4735	METABRIC_173	METABRIC_173	METABRIC_173
MB-4737	METABRIC_173	METABRIC_173	METABRIC_173
MB-4738	METABRIC_173	METABRIC_173	METABRIC_173
MB-4739	METABRIC_173	METABRIC_173	METABRIC_173
MB-4741	METABRIC_173	METABRIC_173	METABRIC_173
MB-4742	METABRIC_173	METABRIC_173	METABRIC_173
MB-4743	METABRIC_173	METABRIC_173	METABRIC_173
MB-4744	METABRIC_173	METABRIC_173	METABRIC_173
MB-4745	METABRIC_173	METABRIC_173	METABRIC_173
MB-4746	METABRIC_173	METABRIC_173	METABRIC_173
MB-4749	METABRIC_173	METABRIC_173	METABRIC_173
MB-4750	METABRIC_173	METABRIC_173	METABRIC_173
MB-4752	METABRIC_173	METABRIC_173	METABRIC_173
MB-4757	METABRIC_173	METABRIC_173	METABRIC_173
MB-4758	METABRIC_173	METABRIC_173	METABRIC_173
MB-4760	METABRIC_173	METABRIC_173	METABRIC_173
MB-4762	METABRIC_173	METABRIC_173	METABRIC_173
MB-4763	METABRIC_173	METABRIC_173	METABRIC_173
MB-4764	METABRIC_173	METABRIC_173	METABRIC_173
MB-4767	METABRIC_173	METABRIC_173	METABRIC_173
MB-4769	METABRIC_173	METABRIC_173	METABRIC_173
MB-4770	METABRIC_173	METABRIC_173	METABRIC_173
MB-4771	METABRIC_173	METABRIC_173	METABRIC_173
MB-4778	METABRIC_173	METABRIC_173	METABRIC_173
MB-4779	METABRIC_173	METABRIC_173	METABRIC_173
MB-4782	METABRIC_173	METABRIC_173	METABRIC_173
MB-4784	METABRIC_173	METABRIC_173	METABRIC_173
MB-4785	METABRIC_173	METABRIC_173	METABRIC_173
MB-4787	METABRIC_173	METABRIC_173	METABRIC_173
MB-4790	METABRIC_173	METABRIC_173	METABRIC_173
MB-4791	METABRIC_173	METABRIC_173	METABRIC_173
MB-4792	METABRIC_173	METABRIC_173	METABRIC_173
MB-4793	METABRIC_173	METABRIC_173	METABRIC_173
MB-4794	METABRIC_173	METABRIC_173	METABRIC_173
MB-4796	METABRIC_173	METABRIC_173	METABRIC_173
MB-4797	METABRIC_173	METABRIC_173	METABRIC_173
MB-4798	METABRIC_173	METABRIC_173	METABRIC_173
MB-4800	METABRIC_173	METABRIC_173	METABRIC_173
MB-4801	METABRIC_173	METABRIC_173	METABRIC_173
MB-4802	METABRIC_173	METABRIC_173	METABRIC_173
MB-4805	METABRIC_173	METABRIC_173	METABRIC_173
MB-4806	METABRIC_173	METABRIC_173	METABRIC_173
MB-4809	METABRIC_173	METABRIC_173	METABRIC_173
MB-4814	METABRIC_173	METABRIC_173	METABRIC_173
MB-4818	METABRIC_173	METABRIC_173	METABRIC_173
MB-4820	METABRIC_173	METABRIC_173	METABRIC_173
MB-4822	METABRIC_173	METABRIC_173	METABRIC_173
MB-4823	METABRIC_173	METABRIC_173	METABRIC_173
MB-4825	METABRIC_173	METABRIC_173	METABRIC_173
MB-4827	METABRIC_173	METABRIC_173	METABRIC_173
MB-4828	METABRIC_173	METABRIC_173	METABRIC_173
MB-4829	METABRIC_173	METABRIC_173	METABRIC_173
MB-4832	METABRIC_173	METABRIC_173	METABRIC_173
MB-4834	METABRIC_173	METABRIC_173	METABRIC_173
MB-4836	METABRIC_173	METABRIC_173	METABRIC_173
MB-4838	METABRIC_173	METABRIC_173	METABRIC_173
MB-4839	METABRIC_173	METABRIC_173	METABRIC_173
MB-4843	METABRIC_173	METABRIC_173	METABRIC_173
MB-4845	METABRIC_173	METABRIC_173	METABRIC_173
MB-4846	METABRIC_173	METABRIC_173	METABRIC_173
MB-4849	METABRIC_173	METABRIC_173	METABRIC_173
MB-4851	METABRIC_173	METABRIC_173	METABRIC_173
MB-4853	METABRIC_173	METABRIC_173	METABRIC_173
MB-4855	METABRIC_173	METABRIC_173	METABRIC_173
MB-4858	METABRIC_173	METABRIC_173	METABRIC_173
MB-4859	METABRIC_173	METABRIC_173	METABRIC_173
MB-4860	METABRIC_173	METABRIC_173	METABRIC_173
MB-4862	METABRIC_173	METABRIC_173	METABRIC_173
MB-4865	METABRIC_173	METABRIC_173	METABRIC_173
MB-4866	METABRIC_173	METABRIC_173	METABRIC_173
MB-4867	METABRIC_173	METABRIC_173	METABRIC_173
MB-4869	METABRIC_173	METABRIC_173	METABRIC_173
MB-4870	METABRIC_173	METABRIC_173	METABRIC_173
MB-4871	METABRIC_173	METABRIC_173	METABRIC_173
MB-4872	METABRIC_173	METABRIC_173	METABRIC_173
MB-4873	METABRIC_173	METABRIC_173	METABRIC_173
MB-4876	METABRIC_173	METABRIC_173	METABRIC_173
MB-4878	METABRIC_173	METABRIC_173	METABRIC_173
MB-4879	METABRIC_173	METABRIC_173	METABRIC_173
MB-4880	METABRIC_173	METABRIC_173	METABRIC_173
MB-4881	METABRIC_173	METABRIC_173	METABRIC_173
MB-4882	METABRIC_173	METABRIC_173	METABRIC_173
MB-4883	METABRIC_173	METABRIC_173	METABRIC_173
MB-4886	METABRIC_173	METABRIC_173	METABRIC_173
MB-4887	METABRIC_173	METABRIC_173	METABRIC_173
MB-4888	METABRIC_173	METABRIC_173	METABRIC_173
MB-4893	METABRIC_173	METABRIC_173	METABRIC_173
MB-4894	METABRIC_173	METABRIC_173	METABRIC_173
MB-4896	METABRIC_173	METABRIC_173	METABRIC_173
MB-4897	METABRIC_173	METABRIC_173	METABRIC_173
MB-4898	METABRIC_173	METABRIC_173	METABRIC_173
MB-4899	METABRIC_173	METABRIC_173	METABRIC_173
MB-4900	METABRIC_173	METABRIC_173	METABRIC_173
MB-4904	METABRIC_173	METABRIC_173	METABRIC_173
MB-4906	METABRIC_173	METABRIC_173	METABRIC_173
MB-4908	METABRIC_173	METABRIC_173	METABRIC_173
MB-4911	METABRIC_173	METABRIC_173	METABRIC_173
MB-4912	METABRIC_173	METABRIC_173	METABRIC_173
MB-4925	METABRIC_173	METABRIC_173	METABRIC_173
MB-4928	METABRIC_173	METABRIC_173	METABRIC_173
MB-4929	METABRIC_173	METABRIC_173	METABRIC_173
MB-4930	METABRIC_173	METABRIC_173	METABRIC_173
MB-4931	METABRIC_173	METABRIC_173	METABRIC_173
MB-4933	METABRIC_173	METABRIC_173	METABRIC_173
MB-4934	METABRIC_173	METABRIC_173	METABRIC_173
MB-4935	METABRIC_173	METABRIC_173	METABRIC_173
MB-4937	METABRIC_173	METABRIC_173	METABRIC_173
MB-4938	METABRIC_173	METABRIC_173	METABRIC_173
MB-4941	METABRIC_173	METABRIC_173	METABRIC_173
MB-4942	METABRIC_173	METABRIC_173	METABRIC_173
MB-4944	METABRIC_173	METABRIC_173	METABRIC_173
MB-4945	METABRIC_173	METABRIC_173	METABRIC_173
MB-4949	METABRIC_173	METABRIC_173	METABRIC_173
MB-4950	METABRIC_173	METABRIC_173	METABRIC_173
MB-4952	METABRIC_173	METABRIC_173	METABRIC_173
MB-4956	METABRIC_173	METABRIC_173	METABRIC_173
MB-4957	METABRIC_173	METABRIC_173	METABRIC_173
MB-4959	METABRIC_173	METABRIC_173	METABRIC_173
MB-4961	METABRIC_173	METABRIC_173	METABRIC_173
MB-4962	METABRIC_173	METABRIC_173	METABRIC_173
MB-4965	METABRIC_173	METABRIC_173	METABRIC_173
MB-4966	METABRIC_173	METABRIC_173	METABRIC_173
MB-4967	METABRIC_173	METABRIC_173	METABRIC_173
MB-4968	METABRIC_173	METABRIC_173	METABRIC_173
MB-4969	METABRIC_173	METABRIC_173	METABRIC_173
MB-4970	METABRIC_173	METABRIC_173	METABRIC_173
MB-4974	METABRIC_173	METABRIC_173	METABRIC_173
MB-4976	METABRIC_173	METABRIC_173	METABRIC_173
MB-4977	METABRIC_173	METABRIC_173	METABRIC_173
MB-4978	METABRIC_173	METABRIC_173	METABRIC_173
MB-4981	METABRIC_173	METABRIC_173	METABRIC_173
MB-4982	METABRIC_173	METABRIC_173	METABRIC_173
MB-4986	METABRIC_173	METABRIC_173	METABRIC_173
MB-4987	METABRIC_173	METABRIC_173	METABRIC_173
MB-4991	METABRIC_173	METABRIC_173	METABRIC_173
MB-4992	METABRIC_173	METABRIC_173	METABRIC_173
MB-4993	METABRIC_173	METABRIC_173	METABRIC_173
MB-4994	METABRIC_173	METABRIC_173	METABRIC_173
MB-4996	METABRIC_173	METABRIC_173	METABRIC_173
MB-4998	METABRIC_173	METABRIC_173	METABRIC_173
MB-4999	METABRIC_173	METABRIC_173	METABRIC_173
MB-5001	METABRIC_173	METABRIC_173	METABRIC_173
MB-5004	METABRIC_173	METABRIC_173	METABRIC_173
MB-5008	METABRIC_173	METABRIC_173	METABRIC_173
MB-5011	METABRIC_173	METABRIC_173	METABRIC_173
MB-5013	METABRIC_173	METABRIC_173	METABRIC_173
MB-5014	METABRIC_173	METABRIC_173	METABRIC_173
MB-5015	METABRIC_173	METABRIC_173	METABRIC_173
MB-5017	METABRIC_173	METABRIC_173	METABRIC_173
MB-5018	METABRIC_173	METABRIC_173	METABRIC_173
MB-5019	METABRIC_173	METABRIC_173	METABRIC_173
MB-5020	METABRIC_173	METABRIC_173	METABRIC_173
MB-5022	METABRIC_173	METABRIC_173	METABRIC_173
MB-5027	METABRIC_173	METABRIC_173	METABRIC_173
MB-5033	METABRIC_173	METABRIC_173	METABRIC_173
MB-5035	METABRIC_173	METABRIC_173	METABRIC_173
MB-5039	METABRIC_173	METABRIC_173	METABRIC_173
MB-5040	METABRIC_173	METABRIC_173	METABRIC_173
MB-5041	METABRIC_173	METABRIC_173	METABRIC_173
MB-5043	METABRIC_173	METABRIC_173	METABRIC_173
MB-5044	METABRIC_173	METABRIC_173	METABRIC_173
MB-5045	METABRIC_173	METABRIC_173	METABRIC_173
MB-5048	METABRIC_173	METABRIC_173	METABRIC_173
MB-5049	METABRIC_173	METABRIC_173	METABRIC_173
MB-5050	METABRIC_173	METABRIC_173	METABRIC_173
MB-5052	METABRIC_173	METABRIC_173	METABRIC_173
MB-5053	METABRIC_173	METABRIC_173	METABRIC_173
MB-5054	METABRIC_173	METABRIC_173	METABRIC_173
MB-5057	METABRIC_173	METABRIC_173	METABRIC_173
MB-5058	METABRIC_173	METABRIC_173	METABRIC_173
MB-5059	METABRIC_173	METABRIC_173	METABRIC_173
MB-5060	METABRIC_173	METABRIC_173	METABRIC_173
MB-5061	METABRIC_173	METABRIC_173	METABRIC_173
MB-5062	METABRIC_173	METABRIC_173	METABRIC_173
MB-5063	METABRIC_173	METABRIC_173	METABRIC_173
MB-5064	METABRIC_173	METABRIC_173	METABRIC_173
MB-5065	METABRIC_173	METABRIC_173	METABRIC_173
MB-5066	METABRIC_173	METABRIC_173	METABRIC_173
MB-5068	METABRIC_173	METABRIC_173	METABRIC_173
MB-5070	METABRIC_173	METABRIC_173	METABRIC_173
MB-5072	METABRIC_173	METABRIC_173	METABRIC_173
MB-5073	METABRIC_173	METABRIC_173	METABRIC_173
MB-5074	METABRIC_173	METABRIC_173	METABRIC_173
MB-5076	METABRIC_173	METABRIC_173	METABRIC_173
MB-5078	METABRIC_173	METABRIC_173	METABRIC_173
MB-5079	METABRIC_173	METABRIC_173	METABRIC_173
MB-5081	METABRIC_173	METABRIC_173	METABRIC_173
MB-5084	METABRIC_173	METABRIC_173	METABRIC_173
MB-5086	METABRIC_173	METABRIC_173	METABRIC_173
MB-5088	METABRIC_173	METABRIC_173	METABRIC_173
MB-5092	METABRIC_173	METABRIC_173	METABRIC_173
MB-5093	METABRIC_173	METABRIC_173	METABRIC_173
MB-5097	METABRIC_173	METABRIC_173	METABRIC_173
MB-5098	METABRIC_173	METABRIC_173	METABRIC_173
MB-5100	METABRIC_173	METABRIC_173	METABRIC_173
MB-5101	METABRIC_173	METABRIC_173	METABRIC_173
MB-5102	METABRIC_173	METABRIC_173	METABRIC_173
MB-5104	METABRIC_173	METABRIC_173	METABRIC_173
MB-5105	METABRIC_173	METABRIC_173	METABRIC_173
MB-5106	METABRIC_173	METABRIC_173	METABRIC_173
MB-5107	METABRIC_173	METABRIC_173	METABRIC_173
MB-5109	METABRIC_173	METABRIC_173	METABRIC_173
MB-5110	METABRIC_173	METABRIC_173	METABRIC_173
MB-5113	METABRIC_173	METABRIC_173	METABRIC_173
MB-5114	METABRIC_173	METABRIC_173	METABRIC_173
MB-5115	METABRIC_173	METABRIC_173	METABRIC_173
MB-5116	METABRIC_173	METABRIC_173	METABRIC_173
MB-5117	METABRIC_173	METABRIC_173	METABRIC_173
MB-5118	METABRIC_173	METABRIC_173	METABRIC_173
MB-5119	METABRIC_173	METABRIC_173	METABRIC_173
MB-5120	METABRIC_173	METABRIC_173	METABRIC_173
MB-5121	METABRIC_173	METABRIC_173	METABRIC_173
MB-5122	METABRIC_173	METABRIC_173	METABRIC_173
MB-5123	METABRIC_173	METABRIC_173	METABRIC_173
MB-5124	METABRIC_173	METABRIC_173	METABRIC_173
MB-5126	METABRIC_173	METABRIC_173	METABRIC_173
MB-5127	METABRIC_173	METABRIC_173	METABRIC_173
MB-5130	METABRIC_173	METABRIC_173	METABRIC_173
MB-5131	METABRIC_173	METABRIC_173	METABRIC_173
MB-5134	METABRIC_173	METABRIC_173	METABRIC_173
MB-5135	METABRIC_173	METABRIC_173	METABRIC_173
MB-5136	METABRIC_173	METABRIC_173	METABRIC_173
MB-5137	METABRIC_173	METABRIC_173	METABRIC_173
MB-5138	METABRIC_173	METABRIC_173	METABRIC_173
MB-5139	METABRIC_173	METABRIC_173	METABRIC_173
MB-5140	METABRIC_173	METABRIC_173	METABRIC_173
MB-5143	METABRIC_173	METABRIC_173	METABRIC_173
MB-5144	METABRIC_173	METABRIC_173	METABRIC_173
MB-5145	METABRIC_173	METABRIC_173	METABRIC_173
MB-5147	METABRIC_173	METABRIC_173	METABRIC_173
MB-5148	METABRIC_173	METABRIC_173	METABRIC_173
MB-5150	METABRIC_173	METABRIC_173	METABRIC_173
MB-5152	METABRIC_173	METABRIC_173	METABRIC_173
MB-5154	METABRIC_173	METABRIC_173	METABRIC_173
MB-5155	METABRIC_173	METABRIC_173	METABRIC_173
MB-5157	METABRIC_173	METABRIC_173	METABRIC_173
MB-5158	METABRIC_173	METABRIC_173	METABRIC_173
MB-5160	METABRIC_173	METABRIC_173	METABRIC_173
MB-5161	METABRIC_173	METABRIC_173	METABRIC_173
MB-5162	METABRIC_173	METABRIC_173	METABRIC_173
MB-5163	METABRIC_173	METABRIC_173	METABRIC_173
MB-5164	METABRIC_173	METABRIC_173	METABRIC_173
MB-5166	METABRIC_173	METABRIC_173	METABRIC_173
MB-5167	METABRIC_173	METABRIC_173	METABRIC_173
MB-5169	METABRIC_173	METABRIC_173	METABRIC_173
MB-5171	METABRIC_173	METABRIC_173	METABRIC_173
MB-5172	METABRIC_173	METABRIC_173	METABRIC_173
MB-5173	METABRIC_173	METABRIC_173	METABRIC_173
MB-5174	METABRIC_173	METABRIC_173	METABRIC_173
MB-5175	METABRIC_173	METABRIC_173	METABRIC_173
MB-5176	METABRIC_173	METABRIC_173	METABRIC_173
MB-5177	METABRIC_173	METABRIC_173	METABRIC_173
MB-5178	METABRIC_173	METABRIC_173	METABRIC_173
MB-5179	METABRIC_173	METABRIC_173	METABRIC_173
MB-5182	METABRIC_173	METABRIC_173	METABRIC_173
MB-5183	METABRIC_173	METABRIC_173	METABRIC_173
MB-5184	METABRIC_173	METABRIC_173	METABRIC_173
MB-5185	METABRIC_173	METABRIC_173	METABRIC_173
MB-5186	METABRIC_173	METABRIC_173	METABRIC_173
MB-5188	METABRIC_173	METABRIC_173	METABRIC_173
MB-5189	METABRIC_173	METABRIC_173	METABRIC_173
MB-5190	METABRIC_173	METABRIC_173	METABRIC_173
MB-5191	METABRIC_173	METABRIC_173	METABRIC_173
MB-5193	METABRIC_173	METABRIC_173	METABRIC_173
MB-5195	METABRIC_173	METABRIC_173	METABRIC_173
MB-5196	METABRIC_173	METABRIC_173	METABRIC_173
MB-5197	METABRIC_173	METABRIC_173	METABRIC_173
MB-5199	METABRIC_173	METABRIC_173	METABRIC_173
MB-5200	METABRIC_173	METABRIC_173	METABRIC_173
MB-5201	METABRIC_173	METABRIC_173	METABRIC_173
MB-5204	METABRIC_173	METABRIC_173	METABRIC_173
MB-5205	METABRIC_173	METABRIC_173	METABRIC_173
MB-5206	METABRIC_173	METABRIC_173	METABRIC_173
MB-5208	METABRIC_173	METABRIC_173	METABRIC_173
MB-5209	METABRIC_173	METABRIC_173	METABRIC_173
MB-5211	METABRIC_173	METABRIC_173	METABRIC_173
MB-5212	METABRIC_173	METABRIC_173	METABRIC_173
MB-5213	METABRIC_173	METABRIC_173	METABRIC_173
MB-5214	METABRIC_173	METABRIC_173	METABRIC_173
MB-5215	METABRIC_173	METABRIC_173	METABRIC_173
MB-5218	METABRIC_173	METABRIC_173	METABRIC_173
MB-5219	METABRIC_173	METABRIC_173	METABRIC_173
MB-5221	METABRIC_173	METABRIC_173	METABRIC_173
MB-5222	METABRIC_173	METABRIC_173	METABRIC_173
MB-5223	METABRIC_173	METABRIC_173	METABRIC_173
MB-5224	METABRIC_173	METABRIC_173	METABRIC_173
MB-5225	METABRIC_173	METABRIC_173	METABRIC_173
MB-5226	METABRIC_173	METABRIC_173	METABRIC_173
MB-5227	METABRIC_173	METABRIC_173	METABRIC_173
MB-5228	METABRIC_173	METABRIC_173	METABRIC_173
MB-5229	METABRIC_173	METABRIC_173	METABRIC_173
MB-5230	METABRIC_173	METABRIC_173	METABRIC_173
MB-5231	METABRIC_173	METABRIC_173	METABRIC_173
MB-5232	METABRIC_173	METABRIC_173	METABRIC_173
MB-5233	METABRIC_173	METABRIC_173	METABRIC_173
MB-5235	METABRIC_173	METABRIC_173	METABRIC_173
MB-5236	METABRIC_173	METABRIC_173	METABRIC_173
MB-5238	METABRIC_173	METABRIC_173	METABRIC_173
MB-5239	METABRIC_173	METABRIC_173	METABRIC_173
MB-5240	METABRIC_173	METABRIC_173	METABRIC_173
MB-5243	METABRIC_173	METABRIC_173	METABRIC_173
MB-5244	METABRIC_173	METABRIC_173	METABRIC_173
MB-5251	METABRIC_173	METABRIC_173	METABRIC_173
MB-5253	METABRIC_173	METABRIC_173	METABRIC_173
MB-5255	METABRIC_173	METABRIC_173	METABRIC_173
MB-5256	METABRIC_173	METABRIC_173	METABRIC_173
MB-5258	METABRIC_173	METABRIC_173	METABRIC_173
MB-5259	METABRIC_173	METABRIC_173	METABRIC_173
MB-5260	METABRIC_173	METABRIC_173	METABRIC_173
MB-5261	METABRIC_173	METABRIC_173	METABRIC_173
MB-5264	METABRIC_173	METABRIC_173	METABRIC_173
MB-5266	METABRIC_173	METABRIC_173	METABRIC_173
MB-5267	METABRIC_173	METABRIC_173	METABRIC_173
MB-5268	METABRIC_173	METABRIC_173	METABRIC_173
MB-5270	METABRIC_173	METABRIC_173	METABRIC_173
MB-5271	METABRIC_173	METABRIC_173	METABRIC_173
MB-5272	METABRIC_173	METABRIC_173	METABRIC_173
MB-5273	METABRIC_173	METABRIC_173	METABRIC_173
MB-5275	METABRIC_173	METABRIC_173	METABRIC_173
MB-5277	METABRIC_173	METABRIC_173	METABRIC_173
MB-5278	METABRIC_173	METABRIC_173	METABRIC_173
MB-5279	METABRIC_173	METABRIC_173	METABRIC_173
MB-5280	METABRIC_173	METABRIC_173	METABRIC_173
MB-5281	METABRIC_173	METABRIC_173	METABRIC_173
MB-5284	METABRIC_173	METABRIC_173	METABRIC_173
MB-5287	METABRIC_173	METABRIC_173	METABRIC_173
MB-5288	METABRIC_173	METABRIC_173	METABRIC_173
MB-5289	METABRIC_173	METABRIC_173	METABRIC_173
MB-5290	METABRIC_173	METABRIC_173	METABRIC_173
MB-5291	METABRIC_173	METABRIC_173	METABRIC_173
MB-5292	METABRIC_173	METABRIC_173	METABRIC_173
MB-5293	METABRIC_173	METABRIC_173	METABRIC_173
MB-5294	METABRIC_173	METABRIC_173	METABRIC_173
MB-5295	METABRIC_173	METABRIC_173	METABRIC_173
MB-5296	METABRIC_173	METABRIC_173	METABRIC_173
MB-5298	METABRIC_173	METABRIC_173	METABRIC_173
MB-5299	METABRIC_173	METABRIC_173	METABRIC_173
MB-5300	METABRIC_173	METABRIC_173	METABRIC_173
MB-5301	METABRIC_173	METABRIC_173	METABRIC_173
MB-5302	METABRIC_173	METABRIC_173	METABRIC_173
MB-5305	METABRIC_173	METABRIC_173	METABRIC_173
MB-5306	METABRIC_173	METABRIC_173	METABRIC_173
MB-5308	METABRIC_173	METABRIC_173	METABRIC_173
MB-5310	METABRIC_173	METABRIC_173	METABRIC_173
MB-5311	METABRIC_173	METABRIC_173	METABRIC_173
MB-5312	METABRIC_173	METABRIC_173	METABRIC_173
MB-5313	METABRIC_173	METABRIC_173	METABRIC_173
MB-5315	METABRIC_173	METABRIC_173	METABRIC_173
MB-5317	METABRIC_173	METABRIC_173	METABRIC_173
MB-5318	METABRIC_173	METABRIC_173	METABRIC_173
MB-5322	METABRIC_173	METABRIC_173	METABRIC_173
MB-5323	METABRIC_173	METABRIC_173	METABRIC_173
MB-5324	METABRIC_173	METABRIC_173	METABRIC_173
MB-5325	METABRIC_173	METABRIC_173	METABRIC_173
MB-5326	METABRIC_173	METABRIC_173	METABRIC_173
MB-5327	METABRIC_173	METABRIC_173	METABRIC_173
MB-5328	METABRIC_173	METABRIC_173	METABRIC_173
MB-5329	METABRIC_173	METABRIC_173	METABRIC_173
MB-5330	METABRIC_173	METABRIC_173	METABRIC_173
MB-5331	METABRIC_173	METABRIC_173	METABRIC_173
MB-5332	METABRIC_173	METABRIC_173	METABRIC_173
MB-5334	METABRIC_173	METABRIC_173	METABRIC_173
MB-5335	METABRIC_173	METABRIC_173	METABRIC_173
MB-5338	METABRIC_173	METABRIC_173	METABRIC_173
MB-5339	METABRIC_173	METABRIC_173	METABRIC_173
MB-5341	METABRIC_173	METABRIC_173	METABRIC_173
MB-5345	METABRIC_173	METABRIC_173	METABRIC_173
MB-5346	METABRIC_173	METABRIC_173	METABRIC_173
MB-5347	METABRIC_173	METABRIC_173	METABRIC_173
MB-5348	METABRIC_173	METABRIC_173	METABRIC_173
MB-5349	METABRIC_173	METABRIC_173	METABRIC_173
MB-5350	METABRIC_173	METABRIC_173	METABRIC_173
MB-5351	METABRIC_173	METABRIC_173	METABRIC_173
MB-5358	METABRIC_173	METABRIC_173	METABRIC_173
MB-5360	METABRIC_173	METABRIC_173	METABRIC_173
MB-5361	METABRIC_173	METABRIC_173	METABRIC_173
MB-5364	METABRIC_173	METABRIC_173	METABRIC_173
MB-5365	METABRIC_173	METABRIC_173	METABRIC_173
MB-5366	METABRIC_173	METABRIC_173	METABRIC_173
MB-5368	METABRIC_173	METABRIC_173	METABRIC_173
MB-5369	METABRIC_173	METABRIC_173	METABRIC_173
MB-5370	METABRIC_173	METABRIC_173	METABRIC_173
MB-5373	METABRIC_173	METABRIC_173	METABRIC_173
MB-5377	METABRIC_173	METABRIC_173	METABRIC_173
MB-5378	METABRIC_173	METABRIC_173	METABRIC_173
MB-5381	METABRIC_173	METABRIC_173	METABRIC_173
MB-5382	METABRIC_173	METABRIC_173	METABRIC_173
MB-5383	METABRIC_173	METABRIC_173	METABRIC_173
MB-5384	METABRIC_173	METABRIC_173	METABRIC_173
