SAMPLE_ID	brca_metabric_mutations	brca_metabric_cna	brca_metabric_mrna
MB-0613	METABRIC_173	METABRIC_173	METABRIC_173
MB-0614	METABRIC_173	METABRIC_173	METABRIC_173
MB-0615	METABRIC_173	METABRIC_173	METABRIC_173
MB-0616	METABRIC_173	METABRIC_173	METABRIC_173
MB-0617	METABRIC_173	METABRIC_173	METABRIC_173
MB-0618	METABRIC_173	METABRIC_173	METABRIC_173
MB-0619	METABRIC_173	METABRIC_173	METABRIC_173
MB-0620	METABRIC_173	METABRIC_173	METABRIC_173
MB-0621	METABRIC_173	METABRIC_173	METABRIC_173
MB-0623	METABRIC_173	METABRIC_173	METABRIC_173
MB-0624	METABRIC_173	METABRIC_173	METABRIC_173
MB-0626	METABRIC_173	METABRIC_173	METABRIC_173
MB-0627	METABRIC_173	METABRIC_173	METABRIC_173
MB-0628	METABRIC_173	METABRIC_173	METABRIC_173
MB-0630	METABRIC_173	METABRIC_173	METABRIC_173
MB-0631	METABRIC_173	METABRIC_173	METABRIC_173
MB-0632	METABRIC_173	METABRIC_173	METABRIC_173
MB-0634	METABRIC_173	METABRIC_173	METABRIC_173
MB-0635	METABRIC_173	METABRIC_173	METABRIC_173
MB-0636	METABRIC_173	METABRIC_173	METABRIC_173
MB-0637	METABRIC_173	METABRIC_173	METABRIC_173
MB-0638	METABRIC_173	METABRIC_173	METABRIC_173
MB-0639	METABRIC_173	METABRIC_173	METABRIC_173
MB-0640	METABRIC_173	METABRIC_173	METABRIC_173
MB-0641	METABRIC_173	METABRIC_173	METABRIC_173
MB-0642	METABRIC_173	METABRIC_173	METABRIC_173
MB-0643	METABRIC_173	METABRIC_173	METABRIC_173
MB-0644	METABRIC_173	METABRIC_173	METABRIC_173
MB-0646	METABRIC_173	METABRIC_173	METABRIC_173
MB-0649	METABRIC_173	METABRIC_173	METABRIC_173
MB-0650	METABRIC_173	METABRIC_173	METABRIC_173
MB-0652	METABRIC_173	METABRIC_173	METABRIC_173
MB-0653	METABRIC_173	METABRIC_173	METABRIC_173
MB-0654	METABRIC_173	METABRIC_173	METABRIC_173
MB-0655	METABRIC_173	METABRIC_173	METABRIC_173
MB-0656	METABRIC_173	METABRIC_173	METABRIC_173
MB-0657	METABRIC_173	METABRIC_173	METABRIC_173
MB-0658	METABRIC_173	METABRIC_173	METABRIC_173
MB-0659	METABRIC_173	METABRIC_173	METABRIC_173
MB-0660	METABRIC_173	METABRIC_173	METABRIC_173
MB-0661	METABRIC_173	METABRIC_173	METABRIC_173
MB-0662	METABRIC_173	METABRIC_173	METABRIC_173
MB-0663	METABRIC_173	METABRIC_173	METABRIC_173
MB-0664	METABRIC_173	METABRIC_173	METABRIC_173
MB-0666	METABRIC_173	METABRIC_173	METABRIC_173
MB-0667	METABRIC_173	METABRIC_173	METABRIC_173
MB-0869	METABRIC_173	METABRIC_173	METABRIC_173
MB-0872	METABRIC_173	METABRIC_173	METABRIC_173
MB-0874	METABRIC_173	METABRIC_173	METABRIC_173
MB-0876	METABRIC_173	METABRIC_173	METABRIC_173
MB-0877	METABRIC_173	METABRIC_173	METABRIC_173
MB-0880	METABRIC_173	METABRIC_173	METABRIC_173
MB-0882	METABRIC_173	METABRIC_173	METABRIC_173
MB-0884	METABRIC_173	METABRIC_173	METABRIC_173
MB-0885	METABRIC_173	METABRIC_173	METABRIC_173
MB-0891	METABRIC_173	METABRIC_173	METABRIC_173
MB-0893	METABRIC_173	METABRIC_173	METABRIC_173
MB-0895	METABRIC_173	METABRIC_173	METABRIC_173
MB-0897	METABRIC_173	METABRIC_173	METABRIC_173
MB-0899	METABRIC_173	METABRIC_173	METABRIC_173
MB-0901	METABRIC_173	METABRIC_173	METABRIC_173
MB-0904	METABRIC_173	METABRIC_173	METABRIC_173
MB-0906	METABRIC_173	METABRIC_173	METABRIC_173
MB-0907	METABRIC_173	METABRIC_173	METABRIC_173
MB-2513	METABRIC_173	METABRIC_173	METABRIC_173
MB-2517	METABRIC_173	METABRIC_173	METABRIC_173
MB-2536	METABRIC_173	METABRIC_173	METABRIC_173
MB-2556	METABRIC_173	METABRIC_173	METABRIC_173
MB-2564	METABRIC_173	METABRIC_173	METABRIC_173
MB-2610	METABRIC_173	METABRIC_173	METABRIC_173
MB-2613	METABRIC_173	METABRIC_173	METABRIC_173
MB-2614	METABRIC_173	METABRIC_173	METABRIC_173
MB-2616	METABRIC_173	METABRIC_173	METABRIC_173
MB-2617	METABRIC_173	METABRIC_173	METABRIC_173
MB-2618	METABRIC_173	METABRIC_173	METABRIC_173
MB-2624	METABRIC_173	METABRIC_173	METABRIC_173
MB-2626	METABRIC_173	METABRIC_173	METABRIC_173
MB-2629	METABRIC_173	METABRIC_173	METABRIC_173
MB-2632	METABRIC_173	METABRIC_173	METABRIC_173
MB-2634	METABRIC_173	METABRIC_173	METABRIC_173
MB-2642	METABRIC_173	METABRIC_173	METABRIC_173
MB-2643	METABRIC_173	METABRIC_173	METABRIC_173
MB-2645	METABRIC_173	METABRIC_173	METABRIC_173
MB-2669	METABRIC_173	METABRIC_173	METABRIC_173
MB-2686	METABRIC_173	METABRIC_173	METABRIC_173
MB-2705	METABRIC_173	METABRIC_173	METABRIC_173
MB-2708	METABRIC_173	METABRIC_173	METABRIC_173
MB-2711	METABRIC_173	METABRIC_173	METABRIC_173
MB-2712	METABRIC_173	METABRIC_173	METABRIC_173
MB-2718	METABRIC_173	METABRIC_173	METABRIC_173
MB-2721	METABRIC_173	METABRIC_173	METABRIC_173
MB-2724	METABRIC_173	METABRIC_173	METABRIC_173
MB-2725	METABRIC_173	METABRIC_173	METABRIC_173
MB-2728	METABRIC_173	METABRIC_173	METABRIC_173
MB-2730	METABRIC_173	METABRIC_173	METABRIC_173
MB-2735	METABRIC_173	METABRIC_173	METABRIC_173
MB-2742	METABRIC_173	METABRIC_173	METABRIC_173
MB-2744	METABRIC_173	METABRIC_173	METABRIC_173
MB-2745	METABRIC_173	METABRIC_173	METABRIC_173
MB-2747	METABRIC_173	METABRIC_173	METABRIC_173
MB-2749	METABRIC_173	METABRIC_173	METABRIC_173
MB-2750	METABRIC_173	METABRIC_173	METABRIC_173
MB-2752	METABRIC_173	METABRIC_173	METABRIC_173
MB-2753	METABRIC_173	METABRIC_173	METABRIC_173
MB-2754	METABRIC_173	METABRIC_173	METABRIC_173
MB-2758	METABRIC_173	METABRIC_173	METABRIC_173
MB-2760	METABRIC_173	METABRIC_173	METABRIC_173
MB-2763	METABRIC_173	METABRIC_173	METABRIC_173
MB-2764	METABRIC_173	METABRIC_173	METABRIC_173
MB-2765	METABRIC_173	METABRIC_173	METABRIC_173
MB-2767	METABRIC_173	METABRIC_173	METABRIC_173
MB-2769	METABRIC_173	METABRIC_173	METABRIC_173
MB-2770	METABRIC_173	METABRIC_173	METABRIC_173
MB-2771	METABRIC_173	METABRIC_173	METABRIC_173
MB-2772	METABRIC_173	METABRIC_173	METABRIC_173
MB-2774	METABRIC_173	METABRIC_173	METABRIC_173
MB-2778	METABRIC_173	METABRIC_173	METABRIC_173
MB-2779	METABRIC_173	METABRIC_173	METABRIC_173
MB-2781	METABRIC_173	METABRIC_173	METABRIC_173
MB-2786	METABRIC_173	METABRIC_173	METABRIC_173
MB-2790	METABRIC_173	METABRIC_173	METABRIC_173
MB-2791	METABRIC_173	METABRIC_173	METABRIC_173
MB-2792	METABRIC_173	METABRIC_173	METABRIC_173
MB-2793	METABRIC_173	METABRIC_173	METABRIC_173
MB-2795	METABRIC_173	METABRIC_173	METABRIC_173
MB-2796	METABRIC_173	METABRIC_173	METABRIC_173
MB-2797	METABRIC_173	METABRIC_173	METABRIC_173
MB-2801	METABRIC_173	METABRIC_173	METABRIC_173
MB-2803	METABRIC_173	METABRIC_173	METABRIC_173
MB-2814	METABRIC_173	METABRIC_173	METABRIC_173
MB-2815	METABRIC_173	METABRIC_173	METABRIC_173
MB-2819	METABRIC_173	METABRIC_173	METABRIC_173
MB-2820	METABRIC_173	METABRIC_173	METABRIC_173
MB-2821	METABRIC_173	METABRIC_173	METABRIC_173
MB-2823	METABRIC_173	METABRIC_173	METABRIC_173
MB-2827	METABRIC_173	METABRIC_173	METABRIC_173
MB-2833	METABRIC_173	METABRIC_173	METABRIC_173
MB-2834	METABRIC_173	METABRIC_173	METABRIC_173
MB-2835	METABRIC_173	METABRIC_173	METABRIC_173
MB-2838	METABRIC_173	METABRIC_173	METABRIC_173
MB-2840	METABRIC_173	METABRIC_173	METABRIC_173
MB-2842	METABRIC_173	METABRIC_173	METABRIC_173
MB-2843	METABRIC_173	METABRIC_173	METABRIC_173
MB-2844	METABRIC_173	METABRIC_173	METABRIC_173
MB-2845	METABRIC_173	METABRIC_173	METABRIC_173
MB-2846	METABRIC_173	METABRIC_173	METABRIC_173
MB-2847	METABRIC_173	METABRIC_173	METABRIC_173
MB-2848	METABRIC_173	METABRIC_173	METABRIC_173
MB-2849	METABRIC_173	METABRIC_173	METABRIC_173
MB-2850	METABRIC_173	METABRIC_173	METABRIC_173
MB-2851	METABRIC_173	METABRIC_173	METABRIC_173
MB-2853	METABRIC_173	METABRIC_173	METABRIC_173
MB-2854	METABRIC_173	METABRIC_173	METABRIC_173
MB-2857	METABRIC_173	METABRIC_173	METABRIC_173
MB-2858	METABRIC_173	METABRIC_173	METABRIC_173
MB-2863	METABRIC_173	METABRIC_173	METABRIC_173
MB-2867	METABRIC_173	METABRIC_173	METABRIC_173
MB-2895	METABRIC_173	METABRIC_173	METABRIC_173
MB-2896	METABRIC_173	METABRIC_173	METABRIC_173
MB-2900	METABRIC_173	METABRIC_173	METABRIC_173
MB-2901	METABRIC_173	METABRIC_173	METABRIC_173
MB-2904	METABRIC_173	METABRIC_173	METABRIC_173
MB-2912	METABRIC_173	METABRIC_173	METABRIC_173
MB-2916	METABRIC_173	METABRIC_173	METABRIC_173
MB-2917	METABRIC_173	METABRIC_173	METABRIC_173
MB-2919	METABRIC_173	METABRIC_173	METABRIC_173
MB-2922	METABRIC_173	METABRIC_173	METABRIC_173
MB-2923	METABRIC_173	METABRIC_173	METABRIC_173
MB-2927	METABRIC_173	METABRIC_173	METABRIC_173
MB-2929	METABRIC_173	METABRIC_173	METABRIC_173
MB-2931	METABRIC_173	METABRIC_173	METABRIC_173
MB-2932	METABRIC_173	METABRIC_173	METABRIC_173
MB-2933	METABRIC_173	METABRIC_173	METABRIC_173
MB-2939	METABRIC_173	METABRIC_173	METABRIC_173
MB-2944	METABRIC_173	METABRIC_173	METABRIC_173
MB-2947	METABRIC_173	METABRIC_173	METABRIC_173
MB-2951	METABRIC_173	METABRIC_173	METABRIC_173
MB-2952	METABRIC_173	METABRIC_173	METABRIC_173
MB-2953	METABRIC_173	METABRIC_173	METABRIC_173
MB-2954	METABRIC_173	METABRIC_173	METABRIC_173
MB-2957	METABRIC_173	METABRIC_173	METABRIC_173
MB-2960	METABRIC_173	METABRIC_173	METABRIC_173
MB-2963	METABRIC_173	METABRIC_173	METABRIC_173
MB-2964	METABRIC_173	METABRIC_173	METABRIC_173
MB-2966	METABRIC_173	METABRIC_173	METABRIC_173
MB-2969	METABRIC_173	METABRIC_173	METABRIC_173
MB-2970	METABRIC_173	METABRIC_173	METABRIC_173
MB-2971	METABRIC_173	METABRIC_173	METABRIC_173
MB-2977	METABRIC_173	METABRIC_173	METABRIC_173
MB-2983	METABRIC_173	METABRIC_173	METABRIC_173
MB-2984	METABRIC_173	METABRIC_173	METABRIC_173
MB-2990	METABRIC_173	METABRIC_173	METABRIC_173
MB-2993	METABRIC_173	METABRIC_173	METABRIC_173
MB-2994	METABRIC_173	METABRIC_173	METABRIC_173
MB-2996	METABRIC_173	METABRIC_173	METABRIC_173
MB-2999	METABRIC_173	METABRIC_173	METABRIC_173
MB-3001	METABRIC_173	METABRIC_173	METABRIC_173
MB-3002	METABRIC_173	METABRIC_173	METABRIC_173
MB-3005	METABRIC_173	METABRIC_173	METABRIC_173
MB-3006	METABRIC_173	METABRIC_173	METABRIC_173
MB-3007	METABRIC_173	METABRIC_173	METABRIC_173
MB-3008	METABRIC_173	METABRIC_173	METABRIC_173
MB-3013	METABRIC_173	METABRIC_173	METABRIC_173
MB-3014	METABRIC_173	METABRIC_173	METABRIC_173
MB-3016	METABRIC_173	METABRIC_173	METABRIC_173
MB-3021	METABRIC_173	METABRIC_173	METABRIC_173
MB-3025	METABRIC_173	METABRIC_173	METABRIC_173
MB-3026	METABRIC_173	METABRIC_173	METABRIC_173
MB-3028	METABRIC_173	METABRIC_173	METABRIC_173
MB-3031	METABRIC_173	METABRIC_173	METABRIC_173
MB-3032	METABRIC_173	METABRIC_173	METABRIC_173
MB-3033	METABRIC_173	METABRIC_173	METABRIC_173
MB-3035	METABRIC_173	METABRIC_173	METABRIC_173
MB-3037	METABRIC_173	METABRIC_173	METABRIC_173
MB-3046	METABRIC_173	METABRIC_173	METABRIC_173
MB-3049	METABRIC_173	METABRIC_173	METABRIC_173
MB-3050	METABRIC_173	METABRIC_173	METABRIC_173
MB-3057	METABRIC_173	METABRIC_173	METABRIC_173
MB-3058	METABRIC_173	METABRIC_173	METABRIC_173
MB-3060	METABRIC_173	METABRIC_173	METABRIC_173
MB-3062	METABRIC_173	METABRIC_173	METABRIC_173
MB-3063	METABRIC_173	METABRIC_173	METABRIC_173
MB-3064	METABRIC_173	METABRIC_173	METABRIC_173
MB-3067	METABRIC_173	METABRIC_173	METABRIC_173
MB-3079	METABRIC_173	METABRIC_173	METABRIC_173
MB-3083	METABRIC_173	METABRIC_173	METABRIC_173
MB-3085	METABRIC_173	METABRIC_173	METABRIC_173
MB-3088	METABRIC_173	METABRIC_173	METABRIC_173
MB-3092	METABRIC_173	METABRIC_173	METABRIC_173
MB-3102	METABRIC_173	METABRIC_173	METABRIC_173
MB-3103	METABRIC_173	METABRIC_173	METABRIC_173
MB-3104	METABRIC_173	METABRIC_173	METABRIC_173
MB-3105	METABRIC_173	METABRIC_173	METABRIC_173
MB-3110	METABRIC_173	METABRIC_173	METABRIC_173
MB-3121	METABRIC_173	METABRIC_173	METABRIC_173
MB-3122	METABRIC_173	METABRIC_173	METABRIC_173
MB-3123	METABRIC_173	METABRIC_173	METABRIC_173
MB-3153	METABRIC_173	METABRIC_173	METABRIC_173
MB-3165	METABRIC_173	METABRIC_173	METABRIC_173
MB-3167	METABRIC_173	METABRIC_173	METABRIC_173
MB-3171	METABRIC_173	METABRIC_173	METABRIC_173
MB-3181	METABRIC_173	METABRIC_173	METABRIC_173
MB-3211	METABRIC_173	METABRIC_173	METABRIC_173
MB-3218	METABRIC_173	METABRIC_173	METABRIC_173
MB-3222	METABRIC_173	METABRIC_173	METABRIC_173
MB-3228	METABRIC_173	METABRIC_173	METABRIC_173
MB-3235	METABRIC_173	METABRIC_173	METABRIC_173
MB-3252	METABRIC_173	METABRIC_173	METABRIC_173
MB-3253	METABRIC_173	METABRIC_173	METABRIC_173
MB-3254	METABRIC_173	METABRIC_173	METABRIC_173
MB-3266	METABRIC_173	METABRIC_173	METABRIC_173
MB-3271	METABRIC_173	METABRIC_173	METABRIC_173
MB-3272	METABRIC_173	METABRIC_173	METABRIC_173
MB-3275	METABRIC_173	METABRIC_173	METABRIC_173
MB-3277	METABRIC_173	METABRIC_173	METABRIC_173
MB-3292	METABRIC_173	METABRIC_173	METABRIC_173
MB-3295	METABRIC_173	METABRIC_173	METABRIC_173
MB-3297	METABRIC_173	METABRIC_173	METABRIC_173
MB-3298	METABRIC_173	METABRIC_173	METABRIC_173
MB-3300	METABRIC_173	METABRIC_173	METABRIC_173
MB-3301	METABRIC_173	METABRIC_173	METABRIC_173
MB-3303	METABRIC_173	METABRIC_173	METABRIC_173
MB-3328	METABRIC_173	METABRIC_173	METABRIC_173
MB-3329	METABRIC_173	METABRIC_173	METABRIC_173
MB-3341	METABRIC_173	METABRIC_173	METABRIC_173
MB-3344	METABRIC_173	METABRIC_173	METABRIC_173
MB-3350	METABRIC_173	METABRIC_173	METABRIC_173
MB-3351	METABRIC_173	METABRIC_173	METABRIC_173
MB-3355	METABRIC_173	METABRIC_173	METABRIC_173
MB-3357	METABRIC_173	METABRIC_173	METABRIC_173
MB-3360	METABRIC_173	METABRIC_173	METABRIC_173
MB-3361	METABRIC_173	METABRIC_173	METABRIC_173
MB-3363	METABRIC_173	METABRIC_173	METABRIC_173
MB-3365	METABRIC_173	METABRIC_173	METABRIC_173
MB-3367	METABRIC_173	METABRIC_173	METABRIC_173
MB-3371	METABRIC_173	METABRIC_173	METABRIC_173
MB-3378	METABRIC_173	METABRIC_173	METABRIC_173
MB-3379	METABRIC_173	METABRIC_173	METABRIC_173
MB-3381	METABRIC_173	METABRIC_173	METABRIC_173
MB-3382	METABRIC_173	METABRIC_173	METABRIC_173
MB-3383	METABRIC_173	METABRIC_173	METABRIC_173
MB-3386	METABRIC_173	METABRIC_173	METABRIC_173
MB-3388	METABRIC_173	METABRIC_173	METABRIC_173
MB-3389	METABRIC_173	METABRIC_173	METABRIC_173
MB-3395	METABRIC_173	METABRIC_173	METABRIC_173
MB-3396	METABRIC_173	METABRIC_173	METABRIC_173
MB-3402	METABRIC_173	METABRIC_173	METABRIC_173
MB-3403	METABRIC_173	METABRIC_173	METABRIC_173
MB-3412	METABRIC_173	METABRIC_173	METABRIC_173
MB-3417	METABRIC_173	METABRIC_173	METABRIC_173
MB-3429	METABRIC_173	METABRIC_173	METABRIC_173
MB-3430	METABRIC_173	METABRIC_173	METABRIC_173
MB-3435	METABRIC_173	METABRIC_173	METABRIC_173
MB-3436	METABRIC_173	METABRIC_173	METABRIC_173
MB-3437	METABRIC_173	METABRIC_173	METABRIC_173
MB-3439	METABRIC_173	METABRIC_173	METABRIC_173
MB-3450	METABRIC_173	METABRIC_173	METABRIC_173
MB-3452	METABRIC_173	METABRIC_173	METABRIC_173
MB-3453	METABRIC_173	METABRIC_173	METABRIC_173
MB-3459	METABRIC_173	METABRIC_173	METABRIC_173
MB-3462	METABRIC_173	METABRIC_173	METABRIC_173
MB-3466	METABRIC_173	METABRIC_173	METABRIC_173
MB-3467	METABRIC_173	METABRIC_173	METABRIC_173
MB-3470	METABRIC_173	METABRIC_173	METABRIC_173
MB-3476	METABRIC_173	METABRIC_173	METABRIC_173
MB-3479	METABRIC_173	METABRIC_173	METABRIC_173
MB-3487	METABRIC_173	METABRIC_173	METABRIC_173
MB-3488	METABRIC_173	METABRIC_173	METABRIC_173
MB-3490	METABRIC_173	METABRIC_173	METABRIC_173
MB-3492	METABRIC_173	METABRIC_173	METABRIC_173
MB-3497	METABRIC_173	METABRIC_173	METABRIC_173
MB-3500	METABRIC_173	METABRIC_173	METABRIC_173
MB-3502	METABRIC_173	METABRIC_173	METABRIC_173
MB-3506	METABRIC_173	METABRIC_173	METABRIC_173
MB-3510	METABRIC_173	METABRIC_173	METABRIC_173
MB-3525	METABRIC_173	METABRIC_173	METABRIC_173
MB-3526	METABRIC_173	METABRIC_173	METABRIC_173
MB-3528	METABRIC_173	METABRIC_173	METABRIC_173
MB-3530	METABRIC_173	METABRIC_173	METABRIC_173
MB-3536	METABRIC_173	METABRIC_173	METABRIC_173
MB-3545	METABRIC_173	METABRIC_173	METABRIC_173
MB-3547	METABRIC_173	METABRIC_173	METABRIC_173
MB-3548	METABRIC_173	METABRIC_173	METABRIC_173
MB-3556	METABRIC_173	METABRIC_173	METABRIC_173
MB-3567	METABRIC_173	METABRIC_173	METABRIC_173
MB-3576	METABRIC_173	METABRIC_173	METABRIC_173
MB-3582	METABRIC_173	METABRIC_173	METABRIC_173
MB-3600	METABRIC_173	METABRIC_173	METABRIC_173
MB-3606	METABRIC_173	METABRIC_173	METABRIC_173
MB-3614	METABRIC_173	METABRIC_173	METABRIC_173
MB-3702	METABRIC_173	METABRIC_173	METABRIC_173
MB-3706	METABRIC_173	METABRIC_173	METABRIC_173
MB-3707	METABRIC_173	METABRIC_173	METABRIC_173
MB-3711	METABRIC_173	METABRIC_173	METABRIC_173
MB-3748	METABRIC_173	METABRIC_173	METABRIC_173
MB-3752	METABRIC_173	METABRIC_173	METABRIC_173
MB-3754	METABRIC_173	METABRIC_173	METABRIC_173
MB-3781	METABRIC_173	METABRIC_173	METABRIC_173
MB-3797	METABRIC_173	METABRIC_173	METABRIC_173
MB-3823	METABRIC_173	METABRIC_173	METABRIC_173
MB-3824	METABRIC_173	METABRIC_173	METABRIC_173
MB-3838	METABRIC_173	METABRIC_173	METABRIC_173
MB-3840	METABRIC_173	METABRIC_173	METABRIC_173
MB-3842	METABRIC_173	METABRIC_173	METABRIC_173
MB-3850	METABRIC_173	METABRIC_173	METABRIC_173
MB-3852	METABRIC_173	METABRIC_173	METABRIC_173
MB-3854	METABRIC_173	METABRIC_173	METABRIC_173
MB-3865	METABRIC_173	METABRIC_173	METABRIC_173
MB-3866	METABRIC_173	METABRIC_173	METABRIC_173
MB-3871	METABRIC_173	METABRIC_173	METABRIC_173
MB-3874	METABRIC_173	METABRIC_173	METABRIC_173
MB-3978	METABRIC_173	METABRIC_173	METABRIC_173
MB-4000	METABRIC_173	METABRIC_173	METABRIC_173
MB-4001	METABRIC_173	METABRIC_173	METABRIC_173
MB-4003	METABRIC_173	METABRIC_173	METABRIC_173
MB-4004	METABRIC_173	METABRIC_173	METABRIC_173
MB-4005	METABRIC_173	METABRIC_173	METABRIC_173
MB-4008	METABRIC_173	METABRIC_173	METABRIC_173
MB-4010	METABRIC_173	METABRIC_173	METABRIC_173
MB-4011	METABRIC_173	METABRIC_173	METABRIC_173
MB-4012	METABRIC_173	METABRIC_173	METABRIC_173
MB-4015	METABRIC_173	METABRIC_173	METABRIC_173
MB-4017	METABRIC_173	METABRIC_173	METABRIC_173
MB-4018	METABRIC_173	METABRIC_173	METABRIC_173
MB-4024	METABRIC_173	METABRIC_173	METABRIC_173
MB-4033	METABRIC_173	METABRIC_173	METABRIC_173
MB-4046	METABRIC_173	METABRIC_173	METABRIC_173
MB-4059	METABRIC_173	METABRIC_173	METABRIC_173
MB-4079	METABRIC_173	METABRIC_173	METABRIC_173
MB-4091	METABRIC_173	METABRIC_173	METABRIC_173
MB-4098	METABRIC_173	METABRIC_173	METABRIC_173
MB-4119	METABRIC_173	METABRIC_173	METABRIC_173
MB-4120	METABRIC_173	METABRIC_173	METABRIC_173
MB-4126	METABRIC_173	METABRIC_173	METABRIC_173
MB-4127	METABRIC_173	METABRIC_173	METABRIC_173
MB-4139	METABRIC_173	METABRIC_173	METABRIC_173
MB-4140	METABRIC_173	METABRIC_173	METABRIC_173
MB-4141	METABRIC_173	METABRIC_173	METABRIC_173
MB-4145	METABRIC_173	METABRIC_173	METABRIC_173
MB-4146	METABRIC_173	METABRIC_173	METABRIC_173
MB-4148	METABRIC_173	METABRIC_173	METABRIC_173
MB-4154	METABRIC_173	METABRIC_173	METABRIC_173
MB-4171	METABRIC_173	METABRIC_173	METABRIC_173
MB-4173	METABRIC_173	METABRIC_173	METABRIC_173
MB-4189	METABRIC_173	METABRIC_173	METABRIC_173
MB-4212	METABRIC_173	METABRIC_173	METABRIC_173
MB-4213	METABRIC_173	METABRIC_173	METABRIC_173
MB-4222	METABRIC_173	METABRIC_173	METABRIC_173
MB-4224	METABRIC_173	METABRIC_173	METABRIC_173
MB-4230	METABRIC_173	METABRIC_173	METABRIC_173
MB-4233	METABRIC_173	METABRIC_173	METABRIC_173
MB-4234	METABRIC_173	METABRIC_173	METABRIC_173
MB-4235	METABRIC_173	METABRIC_173	METABRIC_173
MB-4236	METABRIC_173	METABRIC_173	METABRIC_173
MB-4250	METABRIC_173	METABRIC_173	METABRIC_173
MB-4254	METABRIC_173	METABRIC_173	METABRIC_173
MB-4264	METABRIC_173	METABRIC_173	METABRIC_173
MB-4266	METABRIC_173	METABRIC_173	METABRIC_173
MB-4270	METABRIC_173	METABRIC_173	METABRIC_173
MB-4274	METABRIC_173	METABRIC_173	METABRIC_173
MB-4276	METABRIC_173	METABRIC_173	METABRIC_173
MB-4278	METABRIC_173	METABRIC_173	METABRIC_173
MB-4281	METABRIC_173	METABRIC_173	METABRIC_173
MB-4282	METABRIC_173	METABRIC_173	METABRIC_173
MB-4283	METABRIC_173	METABRIC_173	METABRIC_173
MB-4289	METABRIC_173	METABRIC_173	METABRIC_173
MB-4292	METABRIC_173	METABRIC_173	METABRIC_173
MB-4293	METABRIC_173	METABRIC_173	METABRIC_173
MB-4298	METABRIC_173	METABRIC_173	METABRIC_173
MB-4300	METABRIC_173	METABRIC_173	METABRIC_173
MB-4303	METABRIC_173	METABRIC_173	METABRIC_173
MB-4306	METABRIC_173	METABRIC_173	METABRIC_173
MB-4310	METABRIC_173	METABRIC_173	METABRIC_173
MB-4313	METABRIC_173	METABRIC_173	METABRIC_173
MB-4317	METABRIC_173	METABRIC_173	METABRIC_173
MB-4318	METABRIC_173	METABRIC_173	METABRIC_173
MB-4322	METABRIC_173	METABRIC_173	METABRIC_173
MB-4323	METABRIC_173	METABRIC_173	METABRIC_173
MB-4324	METABRIC_173	METABRIC_173	METABRIC_173
MB-4328	METABRIC_173	METABRIC_173	METABRIC_173
MB-4329	METABRIC_173	METABRIC_173	METABRIC_173
MB-4331	METABRIC_173	METABRIC_173	METABRIC_173
MB-4332	METABRIC_173	METABRIC_173	METABRIC_173
MB-4333	METABRIC_173	METABRIC_173	METABRIC_173
MB-4339	METABRIC_173	METABRIC_173	METABRIC_173
MB-4341	METABRIC_173	METABRIC_173	METABRIC_173
MB-4342	METABRIC_173	METABRIC_173	METABRIC_173
MB-4343	METABRIC_173	METABRIC_173	METABRIC_173
MB-4348	METABRIC_173	METABRIC_173	METABRIC_173
MB-4350	METABRIC_173	METABRIC_173	METABRIC_173
MB-4351	METABRIC_173	METABRIC_173	METABRIC_173
MB-4353	METABRIC_173	METABRIC_173	METABRIC_173
MB-4354	METABRIC_173	METABRIC_173	METABRIC_173
MB-4357	METABRIC_173	METABRIC_173	METABRIC_173
MB-4360	METABRIC_173	METABRIC_173	METABRIC_173
MB-4362	METABRIC_173	METABRIC_173	METABRIC_173
MB-4368	METABRIC_173	METABRIC_173	METABRIC_173
MB-4374	METABRIC_173	METABRIC_173	METABRIC_173
MB-4375	METABRIC_173	METABRIC_173	METABRIC_173
MB-4381	METABRIC_173	METABRIC_173	METABRIC_173
MB-4390	METABRIC_173	METABRIC_173	METABRIC_173
MB-4395	METABRIC_173	METABRIC_173	METABRIC_173
MB-4407	METABRIC_173	METABRIC_173	METABRIC_173
MB-4408	METABRIC_173	METABRIC_173	METABRIC_173
MB-4416	METABRIC_173	METABRIC_173	METABRIC_173
MB-4417	METABRIC_173	METABRIC_173	METABRIC_173
MB-4418	METABRIC_173	METABRIC_173	METABRIC_173
MB-4421	METABRIC_173	METABRIC_173	METABRIC_173
MB-4426	METABRIC_173	METABRIC_173	METABRIC_173
MB-4434	METABRIC_173	METABRIC_173	METABRIC_173
MB-4442	METABRIC_173	METABRIC_173	METABRIC_173
MB-4484	METABRIC_173	METABRIC_173	METABRIC_173
MB-4529	METABRIC_173	METABRIC_173	METABRIC_173
MB-4548	METABRIC_173	METABRIC_173	METABRIC_173
MB-4557	METABRIC_173	METABRIC_173	METABRIC_173
MB-4564	METABRIC_173	METABRIC_173	METABRIC_173
MB-4578	METABRIC_173	METABRIC_173	METABRIC_173
MB-4591	METABRIC_173	METABRIC_173	METABRIC_173
MB-4593	METABRIC_173	METABRIC_173	METABRIC_173
MB-4598	METABRIC_173	METABRIC_173	METABRIC_173
MB-4599	METABRIC_173	METABRIC_173	METABRIC_173
MB-4601	METABRIC_173	METABRIC_173	METABRIC_173
MB-4602	METABRIC_173	METABRIC_173	METABRIC_173
MB-4603	METABRIC_173	METABRIC_173	METABRIC_173
MB-4607	METABRIC_173	METABRIC_173	METABRIC_173
